project.id,bug.id,revision.id.buggy,revision.id.fixed,report.id,report.url
Cli,23,88cf9e4ab6e1b127de46fb2540f4d1fffac56442,2ddaae14dd23643a4b5f71f8274534b0b34556a4,CLI-162,https://issues.apache.org/jira/browse/CLI-162
JacksonCore,25,3d3dedc656e331ab1a9e28efcde96bf71c347daa,ad47c206f4fbf22f439f3d66871757891f549f6a,510,https://github.com/FasterXML/jackson-core/pull/510
Compress,20,a671a703fe86b69adb8c61495a915065c186362d,040e42d0f0bebc15ca80cb80fb6db53804b2e082,COMPRESS-236,https://issues.apache.org/jira/browse/COMPRESS-236
Mockito,12,a154b66c1a87eb4ff26d91781414dde042bb9a9f,7a647a702c8af81ccf5d37b09c11529c6c0cb1b7,188,https://code.google.com/archive/p/mockito/issues/188
Compress,12,b23b5c8533846374a22b417f7d66c7cb8ceb8962,bc84d2083e4b1da77547bb4e810a06553e8f0bed,COMPRESS-178,https://issues.apache.org/jira/browse/COMPRESS-178
Jsoup,41,b8c259cfaf668e4237de09a0327b82080cfd37ba,8391b7231a2519557d41209d728acc4f422af381,537,https://github.com/jhy/jsoup/issues/537
Jsoup,48,73b52d0d995b8c6091c0e92f8ada03a2753b576a,65553582d184e18de10e496b0eaa53fbe206ba17,618,https://github.com/jhy/jsoup/issues/618
Math,27,d3fc5af31eb696af03cfbe2e18584c7e1d307d54,5f2077bb774d283e7984a2d5dc0c2759f2954963,MATH-835,https://issues.apache.org/jira/browse/MATH-835
Closure,87,e9f7e6114414f68deb90f4116861d7a054365404,f64a3f51bd346547ce6e1edb30601df73dff27d9,291,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-291.json
JacksonDatabind,112,f36222e5c0b318e2b739e2b77b93c5d2c919413f,8bb7c9abca9a2e298a2436cb995ba1721e49de5c,2324,https://github.com/FasterXML/jackson-databind/issues/2324
Compress,47,a12adc3627ae39baecd132906c05484fee40efe8,c66db899cb061c79934986f0efa19a50ca33703f,COMPRESS-436,https://issues.apache.org/jira/browse/COMPRESS-436
Closure,160,d5dad765e6cbdf512f80a1331e08d3e54baea3fa,29312d9f6d01e6c1fce4da0a644881c83864549f,467,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-467.json
Jsoup,54,9e8ba01343f2b39185846821407e93ca5240bdb1,f148f88de365c50eea28d3e14093e13c33104483,721,https://github.com/jhy/jsoup/issues/721
Math,40,efa7825880d8c1c7411e51c5e21df6a004b78a3b,c8becc7c47963bcdc1578298846ad6fbf08f64ef,MATH-716,https://issues.apache.org/jira/browse/MATH-716
Gson,13,41e48f7aa3a686778e95328693b830856538e9e3,9a2421997e83ec803c88ea370a2d102052699d3b,1053,https://github.com/google/gson/issues/1053
JacksonDatabind,63,df6ea43bdada52d5265d52c7d6c75e25a14da8ce,ab4f17f355402fdfa43994e8b1809f14ccce030e,1403,https://github.com/FasterXML/jackson-databind/issues/1403
Compress,13,576bd034787ca2f7367127432e4b53737d6e690f,c75c10faae27781aeb51713f42153cad1fd242a4,COMPRESS-176,https://issues.apache.org/jira/browse/COMPRESS-176
JacksonDatabind,102,940ebf42f2dd7aa0376c385fc5dcf0643e758f2e,323cd0b309697021f1883de1e53038d2d09fc160,2064,https://github.com/FasterXML/jackson-databind/issues/2064
Math,47,bbb5e1e198f995eddb393f820ed059aa774871c3,330f3fe17d132bd4e2a91ff812ccf489e77f390f,MATH-657,https://issues.apache.org/jira/browse/MATH-657
Mockito,18,6237bd6e841dcae7b0e4d8cc3d0b7e14bf6694cc,8ceb04ad7317d8db24476b3b5f56ec9f658bc43a,210,https://github.com/mockito/mockito/issues/210
Lang,49,3905071819a14403d1cdb9437d2e005adf18fc70,0ac772a4e3b07287c435fdc3c812f67277c85cc8,LANG-380,https://issues.apache.org/jira/browse/LANG-380
Lang,8,8d192d7063cc747a3c6226122ea83c7348e199e7,a4a455053e7e4a77320efd6db0814f4de82d754d,LANG-818,https://issues.apache.org/jira/browse/LANG-818
Closure,31,82dd7814fd865ac31435cd239cb61c531900bd03,0a670cb51fd56c12c19f98884c9513792ebc3f76,703,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-703.json
Compress,27,383d90399e3e2284bca4836197eb92b126095479,1ea7e01eb6776071eddf60f7783d650ec7d60e74,COMPRESS-278,https://issues.apache.org/jira/browse/COMPRESS-278
Closure,97,4cf197f69d8733ac68b02672b2e23d7939e5eb76,ee749e286b477f8d6f53ff5960a38453baf50f31,200,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-200.json
Jsoup,92,27a445b029b02bced263a0686f40a4f373827953,0fc3d6728ae270fb38f9778ad7fa2663060b50c7,1219,https://github.com/jhy/jsoup/issues/1219
Jsoup,52,2bca40cf59bfda485f2fbf43b8bd66509a8f98ab,4eb4f2b2e88a2f9e6c5c1e8d0477060954f24218,701,https://github.com/jhy/jsoup/issues/701
JacksonCore,16,4601785ebbfe44dfdd40f55405cfdab544e58586,e052c319eccd6086c28fa5371807d887ebe302cf,296,https://github.com/FasterXML/jackson-core/issues/296
Compress,8,d7398f46ccd552eb315d94bf652cc264ea21799a,35e4e4fb6848ddfa3878270523f3f9336ae7f9b8,COMPRESS-113,https://issues.apache.org/jira/browse/COMPRESS-113
Math,16,87324e56a31c110a1653955cdd715e9e88a54ed7,875ed1f4d90d1457c0ab40dafc79be5a0c6f9bf6,MATH-905,https://issues.apache.org/jira/browse/MATH-905
Math,64,1909dbe0ca1fc678d9baf1388f8efcf4c65b2a54,7dadc2ab019f066a7a287376ad4c63193e8a0a9a,MATH-405,https://issues.apache.org/jira/browse/MATH-405
Chart,16,741,743,834,https://sourceforge.net/p/jfreechart/bugs/834
Cli,32,23df383408513eddaf3e6dc4244c89fd48427695,777cb81088d47472df21a452edd5ba568d4b3fdf,CLI-193,https://issues.apache.org/jira/browse/CLI-193
Jsoup,82,77966f79996f3fc4c7828b4d02a926c071faf040,6be19a6fa26e6e5e3d716283bad4b5de0348a8b7,1007,https://github.com/jhy/jsoup/issues/1007
JacksonDatabind,54,9c2e89b49aa363292096addfa3f66179f498930d,f7e476edb42236ad06ab7084ecd5e6c5405bf99a,1256,https://github.com/FasterXML/jackson-databind/issues/1256
Codec,4,38ba13232cb37374e3c333e2121ebad8a793935c,bcfef8906931a7929a6db14b9d82d387fd3f17f6,CODEC-89,https://issues.apache.org/jira/browse/CODEC-89
Math,12,67fc870987c8da66ae719764a6ce2e1a9d3bfc76,cc82d38aaf6ec24758a0a6df9535b8204e22ef12,MATH-927,https://issues.apache.org/jira/browse/MATH-927
Csv,13,913e4a8b97fc4ef6a860cd94a996442ec86cc3a9,f8b80e83417c3c7eeed1282118f64fa0e85c4787,CSV-168,https://issues.apache.org/jira/browse/CSV-168
Chart,24,188,190,UNKNOWN,UNKNOWN
Closure,159,303a90a0e1fea556eec005e8b0934e87045810a3,a4f32ed8acef2880288fe9559f8c60fba444bbe3,423,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-423.json
Math,63,91b44a1ef7563f54e8acdf29906bd872985a2a6e,d2a5bc02c002acfa220ce8bad23b9e8af137f47d,MATH-370,https://issues.apache.org/jira/browse/MATH-370
Closure,146,8d53308bb1d34c16af002ce5fe46cf0ae6c38128,35d56dd1fadec0ed50797d222de4e05f78bbf1c9,172,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-172.json
Lang,24,d61f50a3986b983ba0bfc6d2ec2abc26892c6ed2,81903abbb25ff92597d5f1e3acc648d12bdee444,LANG-664,https://issues.apache.org/jira/browse/LANG-664
Closure,69,036f2173d91679c7c914da196761c0f7d05e5389,63df133d0850805818d1e280ba47dcefc9763c89,440,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-440.json
Closure,56,f791e3a7a172728b54a337c94bff4bc27c7adc43,9e921fa973c603473f745fff76c44620fd7719e3,511,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-511.json
Jsoup,78,71561e09e0f29ec5fd1bb918206f3d8e42876518,2c4e79b104c0ff32566ce247617d47c0b39cc2c7,980,https://github.com/jhy/jsoup/issues/980
Csv,15,e76c4d809cf2b39a9d7fe831b63e60891fe47f55,8b3de71fd99d0fa07cb6a3a35b583bbb170aab66,CSV-219,https://issues.apache.org/jira/browse/CSV-219
Mockito,8,9fb7d8b62814f959ceca6096d785b96c11bdfd0a,5a03bf5d0c9aedac9cfbf074833167c1eca6439f,114,https://github.com/mockito/mockito/issues/114
JacksonDatabind,52,2202ca51cf3e61765c9ac96326633deb2ff37318,ab8a20f6447da482bd0430498b482d06867c9c50,999,https://github.com/FasterXML/jackson-databind/issues/999
Mockito,4,c25cb6bff7eb4774efda345e8bf9eaad4c66a652,42b391d4209024292b6101048389570e4ec36b2a,187,https://github.com/mockito/mockito/issues/187
Math,94,ee88057ba86b543c4f678f8e28b1620c22b19f0f,a96e597894562c2cf01fc678f6c435d65ccc31c5,MATH-238,https://issues.apache.org/jira/browse/MATH-238
Lang,39,0aa57f04ede369a4f813bbb86d3eac1ed20b084c,cb40e35f5e0990fad4c5278964fcc24e112dde8c,LANG-552,https://issues.apache.org/jira/browse/LANG-552
Lang,36,ec0c4e5508dbd8af83253f7c50f8b728a1003388,da0612b348fcfa7679b92a5e9b8e1603e8e2da3a,LANG-521,https://issues.apache.org/jira/browse/LANG-521
Lang,65,c8fc5f3dff9491b076a1f76ed5a2584908b1db4f,bb1671667d9085fb76bd06af7f7ad91d2c1c8389,LANG-59,https://issues.apache.org/jira/browse/LANG-59
Compress,21,afce414fb9351fba7e68dc5e77e2e144c3c59722,5c2d32b322fa797cf428b35c4c5998173d6403d5,COMPRESS-252,https://issues.apache.org/jira/browse/COMPRESS-252
Gson,14,5848096f3e1f36c038f522a3d7d6b9e3b553cf8e,a300148003e3a067875b1444e8268b6e0f0e0e02,1074,https://github.com/google/gson/issues/1074
Closure,135,37bc6d41f17d17a822bbcd9aed9f17649a3384fd,d1f25380b5d74c5303533491e36ae4b33a50e2da,59,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-59.json
Jsoup,49,941f69bfe96753ef30dbb3bb1bdffb72ee8944e0,b2e37fca64877104cfdad3f56cdc2c8b98cb6be1,689,https://github.com/jhy/jsoup/issues/689
Closure,42,f74939a64a205d89721383c24874fe4e41439cfd,fb01427a445ebfeb3af5e220a98ccaced339b73e,644,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-644.json
Closure,25,372eb11e44b8559004bfe78a5b4003caf0072135,2e904fcdc3bc09e3bff557fcfca383ba7e450095,729,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-729.json
Math,45,4a702dbf7e2264c0b9757178f3afbde38e07fe41,bc4e9db01c2a03062965fa4bac65782376ab2287,MATH-679,https://issues.apache.org/jira/browse/MATH-679
Closure,174,095dd84b712332cd74dff3d1d2fc236aa93e7b78,d2b3ca66b6088c1c08437c120ae215d91d313b7c,1103,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-1103.json
Math,18,6e62aefca7aefe26a2ebc43fcdcd6cd58953f7de,7c7d7e8f103582e753c39a2baf14a483e991fefb,MATH-867,https://issues.apache.org/jira/browse/MATH-867
Cli,7,73276486b1f39510bf27cb6c0684da805b121f5d,4ee0d6c4f1b553858aeabf3ee6fb37d764f263e2,CLI-121,https://issues.apache.org/jira/browse/CLI-121
Closure,70,7433d30ac4cb2334d22e66299846118686efe939,ec4a34c2bd87ba54fa8770affdeeea4f3c42089b,433,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-433.json
JacksonDatabind,80,8c20a7670f71958c9af6c8daffab227d2d7ba87a,974ccddfd718a06f889da2dcd58ebb6bc22c8dca,1616,https://github.com/FasterXML/jackson-databind/issues/1616
JxPath,8,bb12c5b5ec5ce80c8148749ffef72956c01571a0,1befe1b93eec887971e729b89dd4d900319a06b0,JXPATH-95,https://issues.apache.org/jira/browse/JXPATH-95
Cli,2,b0e1b80b6d4a10a9c9f46539bc4c7a3cce55886e,2ff9573ffb08dd52ec3a55a49f2d77a1e94efbdf,CLI-51,https://issues.apache.org/jira/browse/CLI-51
JacksonDatabind,74,ce37efcefbfab0fa91562a492f0f80af018a5313,10d5ab37f06f7925bf959312bfb6211f5bc4a1cb,1533,https://github.com/FasterXML/jackson-databind/issues/1533
Jsoup,65,32af6ba9f1b15f89660645a7a27f89517a0890c6,4fa93397353a7cd3cf15f9c29c40f8a18fc051e5,807,https://github.com/jhy/jsoup/issues/807
JacksonCore,9,4b041e97686325afb2341ea009eb005e0b42d112,698f3a73d4e20594357e10fc7bb5db57bb8f7780,188,https://github.com/FasterXML/jackson-core/issues/188
Lang,26,e67792f82e7eaccb39007c0fa65f3217f24be10d,75d5b74a1a7ef68c5169f4b44cdf972c1ab07ee0,LANG-645,https://issues.apache.org/jira/browse/LANG-645
Gson,18,08bbb226f11a1f7f76835f953e700d905e1fab4d,b1fb9ca9a1bea5440bc6a5b506ccf67236b08243,1107,https://github.com/google/gson/issues/1107
Compress,46,d0595b7121f57f1f49fe7fdc384479dd73ad64f5,cd1d329dba95dae161317c123269c24282001a66,COMPRESS-416,https://issues.apache.org/jira/browse/COMPRESS-416
Closure,129,4ff5d0b989360d785c63978faf8eed6284e030e1,79a8906570f44e5f519282bd32595985ed089aed,937,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-937.json
JxPath,21,820a69d81b3b5d33f4a2b2cd9f153450f7535452,99a20785daf2bfc018552e2eabed1067bf225013,JXPATH-151,https://issues.apache.org/jira/browse/JXPATH-151
Compress,3,ddbd61f0e75b7d98873b9a9bf6398218edcfd17b,d170f34fa65e19b604f5a9e04e6ed5f81d35658c,COMPRESS-64,https://issues.apache.org/jira/browse/COMPRESS-64
Closure,65,9465f9139201814dc532adc33fe44a169a101937,48aea0ff7d027507362007415963a4b662fb10a7,486,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-486.json
Closure,152,08fc2551ca3c811a02407d593b6ae39d2439a88c,de491e70b971caca03f07531c2caf97b878cd1ff,268,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-268.json
Closure,32,116e0d5aea0f0f968a6d2ea4e085930331919752,66c8c695fd8130e3ede6f77c6e5cc1ec96a0e9b3,701,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-701.json
JacksonDatabind,86,93f7e14d096181a251aae3355464d24bcd7677a5,3d743477e1531cd3c4c041941f047eee5b040924,1647,https://github.com/FasterXML/jackson-databind/issues/1647
Closure,121,1af41ab430be090a9a6177648b18c1ff9fb88c3f,2aee36e667526ff8b0b5e6dad66506acee920ea6,1053,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-1053.json
Closure,126,211dc0161ae737f59cac22f30b048d56a059d14b,bd2803b6d9ab600906b262ae51cb3591160b5f3c,936,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-936.json
JacksonDatabind,33,1ed7f3834dc77cf76d7477e8165dedb8ae2d61c2,660ec8f8c081646413d14adf41d55bbd4362a5a8,1013,https://github.com/FasterXML/jackson-databind/issues/1013
Mockito,27,19ade1ff81503b05a34ba8fff4ee9c9b63860587,a8ec4fa290bc1cdde060218d6bb811ac1fa6da6f,282,https://code.google.com/archive/p/mockito/issues/282
Chart,25,162,164,UNKNOWN,UNKNOWN
Closure,120,9f890320310e8ecb8dd2b6dc043eb24d8b0a25c6,0123fd5303c85d0d26add64aa2e19fee33f73aaa,1053,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-1053.json
Closure,127,437a9e47d1a371f9e6724210b16d11d75366c3a0,211dc0161ae737f59cac22f30b048d56a059d14b,936,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-936.json
Closure,59,5331b915cf55e8d5f030b6cc62487757cfe50cd6,49b4ef31c850611a5c85d95140b4cedda7f4c59a,521,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-521.json
Lang,1,2c454a4ce3fe771098746879b166ede2284b94f4,687b2e62b7c6e81cd9d5c872b7fa9cc8fd3f1509,LANG-747,https://issues.apache.org/jira/browse/LANG-747
Math,31,6a5ef0149e123d9de19910d59e45d0e66bfd665c,2d846db3aec18dd081e680be05f6e0faad1cb186,MATH-718,https://issues.apache.org/jira/browse/MATH-718
Closure,40,a90f4b4fba37c52376d5f074729233d59ce08408,6ebc0c3d7d4da7d2cf95f53d4ea790e89d3abc7a,284,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-284.json
Collections,28,796114ea4a9cc57ab17170536e1caa5933520c47,a270ff62852e62b5ac0f943a7e57292a72b77271,COLLECTIONS-586,https://issues.apache.org/jira/browse/COLLECTIONS-586
Cli,33,99222749ca9b0d9338ed5df796db9c32b82424b8,483f811dfefdc6bee162481425f261d983f15e4a,CLI-207,https://issues.apache.org/jira/browse/CLI-207
Math,20,5a50073d07ca309d78cfc4e071f4bbe051bdbd40,efa9de05114492ca38cf4739a07339f5ad6faddc,MATH-864,https://issues.apache.org/jira/browse/MATH-864
Compress,14,d39ba76c50f65698213787901ec8dffbda77e43a,40f2e6380094ebfdc73e4adaf4059b80e1327aad,COMPRESS-181,https://issues.apache.org/jira/browse/COMPRESS-181
Jsoup,62,2f6eabc9f0999421acf032c79f3106215c013580,b934c5d3e30917de86796c89fcb7cd000f642a80,819,https://github.com/jhy/jsoup/issues/819
Closure,91,8eee751ff9f460c4a769d598c65b1cd643dabc7b,7eb2d84de101a125d41d3a1157f4eed789ca4a0d,248,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-248.json
Gson,7,a02f575797d9295bff8fb92d266b0f9724e42098,2b08c88c09d14e0b1a68a982bab0bb18206df76b,604,https://github.com/google/gson/issues/604
Gson,11,791236ac79e535146b07a7dd5c85ab168554f5ff,44cad04a639b3a53f4205f93acda37b3f7d10871,964,https://github.com/google/gson/pull/964
Math,76,d607614a8827a1a5fab587b6e692601d5673833e,39e2ad8af8fdedac51144158061cb31e7863c3a1,MATH-320,https://issues.apache.org/jira/browse/MATH-320
JacksonDatabind,12,36d9b59eb1b74442abeea856dca61ebe8bc7b3a5,1d57c20dfd79c64837cf1ec357ab402f2158227e,735,https://github.com/FasterXML/jackson-databind/issues/735
Cli,31,4381ba54c845402f18760fb04ff1f6db1922f6b2,4d2c8a22d1e1831858029b8ef225a07f4445a221,CLI-205,https://issues.apache.org/jira/browse/CLI-205
Math,80,7d903ca533833e5db8d2fe150f1e31b54ddda700,3ced4f2a4e2546f0d7c309bd8f6305edee0dee8f,MATH-318,https://issues.apache.org/jira/browse/MATH-318
Jsoup,85,49c4a148b7817ed424e8cf823ae601863fec31ce,25ba713e1d1a97ebfee38c0df3e7e6d4d9615f97,1159,https://github.com/jhy/jsoup/issues/1159
JacksonDatabind,70,7fe2d4f1aaab61e41f31f792f8a988157a34b34c,d7155de6c37db3301b92b755bd0a02388f7dd07f,1493,https://github.com/FasterXML/jackson-databind/issues/1493
JacksonDatabind,66,31ceee75592e1767bd1072eb670b43dcced5de26,cd5430a91723ff8cd61928524ec21ab4e14b20f6,1441,https://github.com/FasterXML/jackson-databind/issues/1441
Time,26,218a7fe91a685e089ab8fd7700806f7a6083f18d,c7a581e55fc988bd90fa4bb1b0acece5181b7c5f,60,https://sourceforge.net/p/joda-time/bugs/60
Closure,41,974027e9f66882bc75840bb15cfbaa206e02dd0e,00b1517c53912ac6843c257c0a6ead1176e8c5ee,368,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-368.json
Gson,16,ee691fba43663d1715752a7642f4b4ece1738567,03a72e752ef68269990f984c9fd613cfd59224bc,1128,https://github.com/google/gson/pull/1128
Cli,25,02dd7c20646bf67dcfb6f7da6beeb7cdffc6ac22,6a585453d385449dc23d90479488f92f02cd6b83,CLI-162,https://issues.apache.org/jira/browse/CLI-162
Closure,26,d36428ed0ba16afb7fa603154be162514303fbcf,372eb11e44b8559004bfe78a5b4003caf0072135,732,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-732.json
JacksonDatabind,83,edaa4ad8204dfda985d3c74ffe542c9eb67a201d,9a083ad56b20711eab368a7818fb079a870feb93,1629,https://github.com/FasterXML/jackson-databind/issues/1629
Closure,11,bbf1b138e20a36ca79b2a012ae145c943929a6dd,482b767639e6eec7c30d8898851560c41b66d885,810,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-810.json
Lang,60,88c76d207f642831ca899e144159424aaa60cf8e,a8203b65261110c4a30ff69fe0da7a2390d82757,LANG-295,https://issues.apache.org/jira/browse/LANG-295
Codec,7,f7966c1b374ebdd3fccb28370d9cb80a2115d807,954d995c5603b616c3c4a9ffb1823f36dd7ebcb0,CODEC-99,https://issues.apache.org/jira/browse/CODEC-99
JacksonDatabind,87,fe80e86551be38fccb1a983854925a78db6e845f,5a0ce57b5d3a6d30420267b56b3d2282c76df581,1657,https://github.com/FasterXML/jackson-databind/issues/1657
Math,3,de4209544270def43e39db0d214d1564939f8e40,92c4697300e8ddf06152bc0838c738d50673c1d2,MATH-1005,https://issues.apache.org/jira/browse/MATH-1005
JacksonCore,18,956e0ce3e982947385a71f3e64748a2a6404cb4f,96642978dcf1b69cba68ec72cb2f652d59a8b5be,315,https://github.com/FasterXML/jackson-core/issues/315
Mockito,11,57be784ef15d4d4d685e59d7e855e01de81a77a5,1802cf79c482f2df29abb3d6735bcf0b16cedb7d,87,https://github.com/mockito/mockito/issues/87
Closure,112,fb0f2fd881cd00766b90d78072ea9ab30e5d7da7,b168c8822b2d3d12515ec6477812674c8805bcf3,1058,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-1058.json
Lang,38,e28c95ac2ce95852add84bdf3d2d9c00ac98f5de,a95e76eefb91bdd9cf1c22734874a3d3c95ed327,LANG-538,https://issues.apache.org/jira/browse/LANG-538
Closure,57,2d3b9a6c591ef14e8c9208a3f049a1630c993d84,f759f431d5a7a2261b44440bca9cfab93ae25302,530,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-530.json
JxPath,16,e2c9d22b8dc59c707e32ef7fb05a3282792ce92b,6cf7092809515b6add5f0e83fd837b8e013c5256,JXPATH-114,https://issues.apache.org/jira/browse/JXPATH-114
Jsoup,24,1d37cef1d8367af963fee4dc99164708f5d3c6f8,04b8921d4dcab019b02588620d953c4f19d43a58,115,https://github.com/jhy/jsoup/issues/115
Closure,131,602dc3845e92d39a0701396666635ccc4a321599,7f6700e2b54af3af409f3e8851a0d98a72beef4b,921,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-921.json
JacksonXml,4,4c6a8b996ac608251fa63286d6c322251910ca63,2c5f6f4e0f7bbcfa566fbc91ee57baf8dd7a371a,213,https://github.com/FasterXML/jackson-dataformat-xml/issues/213
JacksonDatabind,2,01797b0794ac384f5f5ef49cc0cfab8347ae7930,9c5fec2302237ede0e797c13c0663a6bb52c798c,467,https://github.com/FasterXML/jackson-databind/issues/467
Jsoup,21,c744b9afb57beec265226a9416eec4e572adca28,249e5a8aae9324cc6c8caf5303a607056b15a9da,179,https://github.com/jhy/jsoup/issues/179
JxPath,1,932131e698e669cd7e0743a6999eab455f9de6b0,fab38abb27f2f92b9340cfc232eb5517434bf138,JXPATH-12,https://issues.apache.org/jira/browse/JXPATH-12
Math,24,4e21bb6f6c4bc7380dc58bd8d23c99ea8f4ef5bd,d5ff460ba69e4261f066d7856e2f90b886924513,MATH-855,https://issues.apache.org/jira/browse/MATH-855
Closure,38,f067d0e1d84d631ec0c1e8e8cd812bbda1497958,8cf08115c6b252f8c6b54348a4089dccc45a01fb,657,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-657.json
Lang,41,ac58807ede6d9a0625b489cdca6fd37bad9cacfe,4d3629f310e84cc24c0e5f09d97f5126692d0128,LANG-535,https://issues.apache.org/jira/browse/LANG-535
Closure,175,94623ace4074dea70ffdde117a2d5e11c76de5fa,038da2119223818ee1c56eaf600a583f755f9b30,1101,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-1101.json
Mockito,23,c17169c2cbb0b3d055d64ec2c4859122ca919c42,82935114a09390cbab0c6b6df9b6fd6788bf55d9,399,https://code.google.com/archive/p/mockito/issues/399
Closure,55,1d13eac7441b980804c7ddfbe48a10a2ec3431d0,f2c0cb1f67ecb3315c0cb11326c9cb04db07ee8a,538,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-538.json
Jsoup,40,1837ecbcdbafd051fab6a37e2540bda054e52151,b033535fe2cf887de8076221a0d614abfcf17d7b,460,https://github.com/jhy/jsoup/issues/460
JacksonDatabind,105,dccb9bcb3d175a1997921f75fd3ef8fce8989014,69903aeb290415809bfaf6a2e18ec6cb2141fc5a,2197,https://github.com/FasterXML/jackson-databind/issues/2197
Cli,12,b8f825936796e2f5b6663de021aefa53fa728f67,aa050a69b2395f496f953f4f9c4f63a475dcf430,cli-1,https://issues.apache.org/jira/browse/CLI-1
Lang,23,458597c6dcc23b01284930521f1cb80e986b442d,46356183872f2cba5e340993c6d85597a4f3cdbb,LANG-636,https://issues.apache.org/jira/browse/LANG-636
Chart,6,1164,1166,UNKNOWN,UNKNOWN
Lang,54,5ccddb3ff7c65882ad6bbf95cbdac9debc76a871,e89e8d62b911340cc5b293465cdae909f3dfd640,LANG-328,https://issues.apache.org/jira/browse/LANG-328
Jsoup,63,d51f6539c6245847f4296230077faade0e5d6973,35bceca331e07938a9c4cd62d68e08740cd39575,868,https://github.com/jhy/jsoup/issues/868
Closure,141,8ff053c723ec20f5b8e1e9e87164bbd657f7d2ca,3ce4716848eb71b6e78a4545a2cc0c27e74a29b3,116,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-116.json
Compress,26,8af0b6c133fe7d147833b70e731c99d179dc8db9,557800a53cedad99afc951032a11931f3e39bf13,COMPRESS-277,https://issues.apache.org/jira/browse/COMPRESS-277
Chart,8,1084,1085,UNKNOWN,UNKNOWN
Math,29,350b2b1aa1ed5d7df05a77bf13f701ac1712dbc0,7bbddc2203bed78fafe7739a97df1f53e767341a,MATH-803,https://issues.apache.org/jira/browse/MATH-803
Codec,15,8fc193527df27beeeb638e6e812e8c4df6c72f46,28b7b958d39730fc278fd1919bf335c52133a1a2,CODEC-199,https://issues.apache.org/jira/browse/CODEC-199
Closure,35,7e3e1a667c866458cca12b7ade9965b4e6ddf3c0,22784dc96c391b01692ce686eb93b9aa0ef74ede,669,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-669.json
Math,103,b8058233e92ad635fe204f450235cad597cd70f2,4ce05bcd51ec956d789d20b59c743603d24a8ab7,MATH-167,https://issues.apache.org/jira/browse/MATH-167
Math,105,ab1b9500fd4b6898757e9c74dc2eeae692b25146,fc21b26f84312e4f75e8b144238618c73a8b091f,MATH-85,https://issues.apache.org/jira/browse/MATH-85
Chart,22,225,227,UNKNOWN,UNKNOWN
JacksonCore,23,dc5c82e4af87577ac1b540b3f7e9279159185278,157f2c490003c7494af8ecb7d57880cda1fde736,502,https://github.com/FasterXML/jackson-core/issues/502
Compress,4,d170f34fa65e19b604f5a9e04e6ed5f81d35658c,6273f3a6b804aa845747c8859d659373b14199e1,COMPRESS-64,https://issues.apache.org/jira/browse/COMPRESS-64
